"","x"
"1783","Richardson County, Nebraska"
"1784","Rock County, Nebraska"
"1785","Saline County, Nebraska"
"1786","Sarpy County, Nebraska"
"1787","Saunders County, Nebraska"
"1788","Scotts Bluff County, Nebraska"
"1789","Seward County, Nebraska"
"1790","Sheridan County, Nebraska"
"1791","Sherman County, Nebraska"
"1792","Sioux County, Nebraska"
"1793","Stanton County, Nebraska"
"1794","Thayer County, Nebraska"
"1795","Thomas County, Nebraska"
"1796","Thurston County, Nebraska"
"1797","Valley County, Nebraska"
"1798","Washington County, Nebraska"
"1799","Wayne County, Nebraska"
"1800","Webster County, Nebraska"
"1801","Wheeler County, Nebraska"
"1802","York County, Nebraska"
"1803","Churchill County, Nevada"
"1804","Clark County, Nevada"
"1805","Douglas County, Nevada"
"1806","Elko County, Nevada"
"1807","Esmeralda County, Nevada"
"1808","Eureka County, Nevada"
"1809","Humboldt County, Nevada"
"1810","Lander County, Nevada"
"1811","Lincoln County, Nevada"
"1812","Lyon County, Nevada"
"1813","Mineral County, Nevada"
"1814","Nye County, Nevada"
"1815","Pershing County, Nevada"
"1816","Storey County, Nevada"
"1817","Washoe County, Nevada"
"1818","White Pine County, Nevada"
"1819","Carson City, Nevada"
"1820","Belknap County, New Hampshire"
"1821","Carroll County, New Hampshire"
"1822","Cheshire County, New Hampshire"
"1823","Coos County, New Hampshire"
"1824","Grafton County, New Hampshire"
"1825","Hillsborough County, New Hampshire"
"1826","Merrimack County, New Hampshire"
"1827","Rockingham County, New Hampshire"
"1828","Strafford County, New Hampshire"
"1829","Sullivan County, New Hampshire"
"1830","Atlantic County, New Jersey"
"1831","Bergen County, New Jersey"
"1832","Burlington County, New Jersey"
"1833","Camden County, New Jersey"
"1834","Cape May County, New Jersey"
"1835","Cumberland County, New Jersey"
"1836","Essex County, New Jersey"
"1837","Gloucester County, New Jersey"
"1838","Hudson County, New Jersey"
"1839","Hunterdon County, New Jersey"
"1840","Mercer County, New Jersey"
"1841","Middlesex County, New Jersey"
"1842","Monmouth County, New Jersey"
"1843","Morris County, New Jersey"
"1844","Ocean County, New Jersey"
"1845","Passaic County, New Jersey"
"1846","Salem County, New Jersey"
"1847","Somerset County, New Jersey"
"1848","Sussex County, New Jersey"
"1849","Union County, New Jersey"
"1850","Warren County, New Jersey"
"1851","Bernalillo County, New Mexico"
"1852","Catron County, New Mexico"
"1853","Chaves County, New Mexico"
"1854","Cibola County, New Mexico"
"1855","Colfax County, New Mexico"
"1856","Curry County, New Mexico"
"1857","De Baca County, New Mexico"
"1858","Doña Ana County, New Mexico"
"1859","Eddy County, New Mexico"
"1860","Grant County, New Mexico"
"1861","Guadalupe County, New Mexico"
"1862","Harding County, New Mexico"
"1863","Hidalgo County, New Mexico"
"1864","Lea County, New Mexico"
"1865","Lincoln County, New Mexico"
"1866","Los Alamos County, New Mexico"
"1867","Luna County, New Mexico"
"1868","McKinley County, New Mexico"
"1869","Mora County, New Mexico"
"1870","Otero County, New Mexico"
"1871","Quay County, New Mexico"
"1872","Rio Arriba County, New Mexico"
"1873","Roosevelt County, New Mexico"
"1874","Sandoval County, New Mexico"
"1875","San Juan County, New Mexico"
"1876","San Miguel County, New Mexico"
"1877","Santa Fe County, New Mexico"
"1878","Sierra County, New Mexico"
"1879","Socorro County, New Mexico"
"1880","Taos County, New Mexico"
"1881","Torrance County, New Mexico"
"1882","Union County, New Mexico"
"1883","Valencia County, New Mexico"
"1884","Albany County, New York"
"1885","Allegany County, New York"
"1886","Bronx County, New York"
"1887","Broome County, New York"
"1888","Cattaraugus County, New York"
"1889","Cayuga County, New York"
"1890","Chautauqua County, New York"
"1891","Chemung County, New York"
"1892","Chenango County, New York"
"1893","Clinton County, New York"
"1894","Columbia County, New York"
"1895","Cortland County, New York"
"1896","Delaware County, New York"
"1897","Dutchess County, New York"
"1898","Erie County, New York"
"1899","Essex County, New York"
"1900","Franklin County, New York"
"1901","Fulton County, New York"
"1902","Genesee County, New York"
"1903","Greene County, New York"
"1904","Hamilton County, New York"
"1905","Herkimer County, New York"
"1906","Jefferson County, New York"
"1907","Kings County, New York"
"1908","Lewis County, New York"
"1909","Livingston County, New York"
"1910","Madison County, New York"
"1911","Monroe County, New York"
"1912","Montgomery County, New York"
"1913","Nassau County, New York"
"1914","New York County, New York"
"1915","Niagara County, New York"
"1916","Oneida County, New York"
"1917","Onondaga County, New York"
"1918","Ontario County, New York"
"1919","Orange County, New York"
"1920","Orleans County, New York"
"1921","Oswego County, New York"
"1922","Otsego County, New York"
"1923","Putnam County, New York"
"1924","Queens County, New York"
"1925","Rensselaer County, New York"
"1926","Richmond County, New York"
"1927","Rockland County, New York"
"1928","St. Lawrence County, New York"
"1929","Saratoga County, New York"
"1930","Schenectady County, New York"
"1931","Schoharie County, New York"
"1932","Schuyler County, New York"
"1933","Seneca County, New York"
"1934","Steuben County, New York"
"1935","Suffolk County, New York"
"1936","Sullivan County, New York"
"1937","Tioga County, New York"
"1938","Tompkins County, New York"
"1939","Ulster County, New York"
"1940","Warren County, New York"
"1941","Washington County, New York"
"1942","Wayne County, New York"
"1943","Westchester County, New York"
"1944","Wyoming County, New York"
"1945","Yates County, New York"
"1946","Alamance County, North Carolina"
"1947","Alexander County, North Carolina"
"1948","Alleghany County, North Carolina"
"1949","Anson County, North Carolina"
"1950","Ashe County, North Carolina"
"1951","Avery County, North Carolina"
"1952","Beaufort County, North Carolina"
"1953","Bertie County, North Carolina"
"1954","Bladen County, North Carolina"
"1955","Brunswick County, North Carolina"
"1956","Buncombe County, North Carolina"
"1957","Burke County, North Carolina"
"1958","Cabarrus County, North Carolina"
"1959","Caldwell County, North Carolina"
"1960","Camden County, North Carolina"
"1961","Carteret County, North Carolina"
"1962","Caswell County, North Carolina"
"1963","Catawba County, North Carolina"
"1964","Chatham County, North Carolina"
"1965","Cherokee County, North Carolina"
"1966","Chowan County, North Carolina"
"1967","Clay County, North Carolina"
"1968","Cleveland County, North Carolina"
"1969","Columbus County, North Carolina"
"1970","Craven County, North Carolina"
"1971","Cumberland County, North Carolina"
"1972","Currituck County, North Carolina"
"1973","Dare County, North Carolina"
"1974","Davidson County, North Carolina"
"1975","Davie County, North Carolina"
"1976","Duplin County, North Carolina"
"1977","Durham County, North Carolina"
"1978","Edgecombe County, North Carolina"
"1979","Forsyth County, North Carolina"
"1980","Franklin County, North Carolina"
"1981","Gaston County, North Carolina"
"1982","Gates County, North Carolina"
"1983","Graham County, North Carolina"
"1984","Granville County, North Carolina"
"1985","Greene County, North Carolina"
"1986","Guilford County, North Carolina"
"1987","Halifax County, North Carolina"
"1988","Harnett County, North Carolina"
"1989","Haywood County, North Carolina"
"1990","Henderson County, North Carolina"
"1991","Hertford County, North Carolina"
"1992","Hoke County, North Carolina"
"1993","Hyde County, North Carolina"
"1994","Iredell County, North Carolina"
"1995","Jackson County, North Carolina"
"1996","Johnston County, North Carolina"
"1997","Jones County, North Carolina"
"1998","Lee County, North Carolina"
"1999","Lenoir County, North Carolina"
"2000","Lincoln County, North Carolina"
"2001","McDowell County, North Carolina"
"2002","Macon County, North Carolina"
"2003","Madison County, North Carolina"
"2004","Martin County, North Carolina"
"2005","Mecklenburg County, North Carolina"
"2006","Mitchell County, North Carolina"
"2007","Montgomery County, North Carolina"
"2008","Moore County, North Carolina"
"2009","Nash County, North Carolina"
"2010","New Hanover County, North Carolina"
"2011","Northampton County, North Carolina"
"2012","Onslow County, North Carolina"
"2013","Orange County, North Carolina"
"2014","Pamlico County, North Carolina"
"2015","Pasquotank County, North Carolina"
"2016","Pender County, North Carolina"
"2017","Perquimans County, North Carolina"
"2018","Person County, North Carolina"
"2019","Pitt County, North Carolina"
"2020","Polk County, North Carolina"
"2021","Randolph County, North Carolina"
"2022","Richmond County, North Carolina"
"2023","Robeson County, North Carolina"
"2024","Rockingham County, North Carolina"
"2025","Rowan County, North Carolina"
"2026","Rutherford County, North Carolina"
"2027","Sampson County, North Carolina"
"2028","Scotland County, North Carolina"
"2029","Stanly County, North Carolina"
"2030","Stokes County, North Carolina"
"2031","Surry County, North Carolina"
"2032","Swain County, North Carolina"
"2033","Transylvania County, North Carolina"
"2034","Tyrrell County, North Carolina"
"2035","Union County, North Carolina"
"2036","Vance County, North Carolina"
"2037","Wake County, North Carolina"
"2038","Warren County, North Carolina"
"2039","Washington County, North Carolina"
"2040","Watauga County, North Carolina"
"2041","Wayne County, North Carolina"
"2042","Wilkes County, North Carolina"
"2043","Wilson County, North Carolina"
"2044","Yadkin County, North Carolina"
"2045","Yancey County, North Carolina"
"2046","Adams County, North Dakota"
"2047","Barnes County, North Dakota"
"2048","Benson County, North Dakota"
"2049","Billings County, North Dakota"
"2050","Bottineau County, North Dakota"
"2051","Bowman County, North Dakota"
"2052","Burke County, North Dakota"
"2053","Burleigh County, North Dakota"
"2054","Cass County, North Dakota"
"2055","Cavalier County, North Dakota"
"2056","Dickey County, North Dakota"
"2057","Divide County, North Dakota"
"2058","Dunn County, North Dakota"
"2059","Eddy County, North Dakota"
"2060","Emmons County, North Dakota"
"2061","Foster County, North Dakota"
"2062","Golden Valley County, North Dakota"
"2063","Grand Forks County, North Dakota"
"2064","Grant County, North Dakota"
"2065","Griggs County, North Dakota"
"2066","Hettinger County, North Dakota"
"2067","Kidder County, North Dakota"
"2068","LaMoure County, North Dakota"
"2069","Logan County, North Dakota"
"2070","McHenry County, North Dakota"
"2071","McIntosh County, North Dakota"
"2072","McKenzie County, North Dakota"
"2073","McLean County, North Dakota"
"2074","Mercer County, North Dakota"
"2075","Morton County, North Dakota"
"2076","Mountrail County, North Dakota"
"2077","Nelson County, North Dakota"
"2078","Oliver County, North Dakota"
"2079","Pembina County, North Dakota"
"2080","Pierce County, North Dakota"
"2081","Ramsey County, North Dakota"
"2082","Ransom County, North Dakota"
"2083","Renville County, North Dakota"
"2084","Richland County, North Dakota"
"2085","Rolette County, North Dakota"
"2086","Sargent County, North Dakota"
"2087","Sheridan County, North Dakota"
"2088","Sioux County, North Dakota"
"2089","Slope County, North Dakota"
"2090","Stark County, North Dakota"
"2091","Steele County, North Dakota"
"2092","Stutsman County, North Dakota"
"2093","Towner County, North Dakota"
"2094","Traill County, North Dakota"
"2095","Walsh County, North Dakota"
"2096","Ward County, North Dakota"
"2097","Wells County, North Dakota"
"2098","Williams County, North Dakota"
"2099","Adams County, Ohio"
"2100","Allen County, Ohio"
"2101","Ashland County, Ohio"
"2102","Ashtabula County, Ohio"
"2103","Athens County, Ohio"
"2104","Auglaize County, Ohio"
"2105","Belmont County, Ohio"
"2106","Brown County, Ohio"
"2107","Butler County, Ohio"
"2108","Carroll County, Ohio"
"2109","Champaign County, Ohio"
"2110","Clark County, Ohio"
"2111","Clermont County, Ohio"
"2112","Clinton County, Ohio"
"2113","Columbiana County, Ohio"
"2114","Coshocton County, Ohio"
"2115","Crawford County, Ohio"
"2116","Cuyahoga County, Ohio"
"2117","Darke County, Ohio"
"2118","Defiance County, Ohio"
"2119","Delaware County, Ohio"
"2120","Erie County, Ohio"
"2121","Fairfield County, Ohio"
"2122","Fayette County, Ohio"
"2123","Franklin County, Ohio"
"2124","Fulton County, Ohio"
"2125","Gallia County, Ohio"
"2126","Geauga County, Ohio"
"2127","Greene County, Ohio"
"2128","Guernsey County, Ohio"
"2129","Hamilton County, Ohio"
"2130","Hancock County, Ohio"
"2131","Hardin County, Ohio"
"2132","Harrison County, Ohio"
"2133","Henry County, Ohio"
"2134","Highland County, Ohio"
"2135","Hocking County, Ohio"
"2136","Holmes County, Ohio"
"2137","Huron County, Ohio"
"2138","Jackson County, Ohio"
"2139","Jefferson County, Ohio"
"2140","Knox County, Ohio"
"2141","Lake County, Ohio"
"2142","Lawrence County, Ohio"
"2143","Licking County, Ohio"
"2144","Logan County, Ohio"
"2145","Lorain County, Ohio"
"2146","Lucas County, Ohio"
"2147","Madison County, Ohio"
"2148","Mahoning County, Ohio"
"2149","Marion County, Ohio"
"2150","Medina County, Ohio"
"2151","Meigs County, Ohio"
"2152","Mercer County, Ohio"
"2153","Miami County, Ohio"
"2154","Monroe County, Ohio"
"2155","Montgomery County, Ohio"
"2156","Morgan County, Ohio"
"2157","Morrow County, Ohio"
"2158","Muskingum County, Ohio"
"2159","Noble County, Ohio"
"2160","Ottawa County, Ohio"
"2161","Paulding County, Ohio"
"2162","Perry County, Ohio"
"2163","Pickaway County, Ohio"
"2164","Pike County, Ohio"
"2165","Portage County, Ohio"
"2166","Preble County, Ohio"
"2167","Putnam County, Ohio"
"2168","Richland County, Ohio"
"2169","Ross County, Ohio"
"2170","Sandusky County, Ohio"
"2171","Scioto County, Ohio"
"2172","Seneca County, Ohio"
"2173","Shelby County, Ohio"
"2174","Stark County, Ohio"
"2175","Summit County, Ohio"
"2176","Trumbull County, Ohio"
"2177","Tuscarawas County, Ohio"
"2178","Union County, Ohio"
"2179","Van Wert County, Ohio"
"2180","Vinton County, Ohio"
"2181","Warren County, Ohio"
"2182","Washington County, Ohio"
"2183","Wayne County, Ohio"
"2184","Williams County, Ohio"
"2185","Wood County, Ohio"
"2186","Wyandot County, Ohio"
"2187","Adair County, Oklahoma"
"2188","Alfalfa County, Oklahoma"
"2189","Atoka County, Oklahoma"
"2190","Beaver County, Oklahoma"
"2191","Beckham County, Oklahoma"
"2192","Blaine County, Oklahoma"
"2193","Bryan County, Oklahoma"
"2194","Caddo County, Oklahoma"
"2195","Canadian County, Oklahoma"
"2196","Carter County, Oklahoma"
"2197","Cherokee County, Oklahoma"
"2198","Choctaw County, Oklahoma"
"2199","Cimarron County, Oklahoma"
"2200","Cleveland County, Oklahoma"
"2201","Coal County, Oklahoma"
"2202","Comanche County, Oklahoma"
"2203","Cotton County, Oklahoma"
"2204","Craig County, Oklahoma"
"2205","Creek County, Oklahoma"
"2206","Custer County, Oklahoma"
"2207","Delaware County, Oklahoma"
"2208","Dewey County, Oklahoma"
"2209","Ellis County, Oklahoma"
"2210","Garfield County, Oklahoma"
"2211","Garvin County, Oklahoma"
"2212","Grady County, Oklahoma"
"2213","Grant County, Oklahoma"
"2214","Greer County, Oklahoma"
"2215","Harmon County, Oklahoma"
"2216","Harper County, Oklahoma"
"2217","Haskell County, Oklahoma"
"2218","Hughes County, Oklahoma"
"2219","Jackson County, Oklahoma"
"2220","Jefferson County, Oklahoma"
"2221","Johnston County, Oklahoma"
"2222","Kay County, Oklahoma"
"2223","Kingfisher County, Oklahoma"
"2224","Kiowa County, Oklahoma"
"2225","Latimer County, Oklahoma"
"2226","Le Flore County, Oklahoma"
"2227","Lincoln County, Oklahoma"
"2228","Logan County, Oklahoma"
"2229","Love County, Oklahoma"
"2230","McClain County, Oklahoma"
"2231","McCurtain County, Oklahoma"
"2232","McIntosh County, Oklahoma"
"2233","Major County, Oklahoma"
"2234","Marshall County, Oklahoma"
"2235","Mayes County, Oklahoma"
"2236","Murray County, Oklahoma"
"2237","Muskogee County, Oklahoma"
"2238","Noble County, Oklahoma"
"2239","Nowata County, Oklahoma"
"2240","Okfuskee County, Oklahoma"
"2241","Oklahoma County, Oklahoma"
"2242","Okmulgee County, Oklahoma"
"2243","Osage County, Oklahoma"
"2244","Ottawa County, Oklahoma"
"2245","Pawnee County, Oklahoma"
"2246","Payne County, Oklahoma"
"2247","Pittsburg County, Oklahoma"
"2248","Pontotoc County, Oklahoma"
"2249","Pottawatomie County, Oklahoma"
"2250","Pushmataha County, Oklahoma"
"2251","Roger Mills County, Oklahoma"
"2252","Rogers County, Oklahoma"
"2253","Seminole County, Oklahoma"
"2254","Sequoyah County, Oklahoma"
"2255","Stephens County, Oklahoma"
"2256","Texas County, Oklahoma"
"2257","Tillman County, Oklahoma"
"2258","Tulsa County, Oklahoma"
"2259","Wagoner County, Oklahoma"
"2260","Washington County, Oklahoma"
"2261","Washita County, Oklahoma"
"2262","Woods County, Oklahoma"
"2263","Woodward County, Oklahoma"
"2264","Baker County, Oregon"
"2265","Benton County, Oregon"
"2266","Clackamas County, Oregon"
"2267","Clatsop County, Oregon"
"2268","Columbia County, Oregon"
"2269","Coos County, Oregon"
"2270","Crook County, Oregon"
"2271","Curry County, Oregon"
"2272","Deschutes County, Oregon"
"2273","Douglas County, Oregon"
"2274","Gilliam County, Oregon"
"2275","Grant County, Oregon"
"2276","Harney County, Oregon"
"2277","Hood River County, Oregon"
"2278","Jackson County, Oregon"
"2279","Jefferson County, Oregon"
"2280","Josephine County, Oregon"
"2281","Klamath County, Oregon"
"2282","Lake County, Oregon"
"2283","Lane County, Oregon"
"2284","Lincoln County, Oregon"
"2285","Linn County, Oregon"
"2286","Malheur County, Oregon"
"2287","Marion County, Oregon"
"2288","Morrow County, Oregon"
"2289","Multnomah County, Oregon"
"2290","Polk County, Oregon"
"2291","Sherman County, Oregon"
"2292","Tillamook County, Oregon"
"2293","Umatilla County, Oregon"
"2294","Union County, Oregon"
"2295","Wallowa County, Oregon"
"2296","Wasco County, Oregon"
"2297","Washington County, Oregon"
"2298","Wheeler County, Oregon"
"2299","Yamhill County, Oregon"
"2300","Adams County, Pennsylvania"
"2301","Allegheny County, Pennsylvania"
"2302","Armstrong County, Pennsylvania"
"2303","Beaver County, Pennsylvania"
"2304","Bedford County, Pennsylvania"
"2305","Berks County, Pennsylvania"
"2306","Blair County, Pennsylvania"
"2307","Bradford County, Pennsylvania"
"2308","Bucks County, Pennsylvania"
"2309","Butler County, Pennsylvania"
"2310","Cambria County, Pennsylvania"
"2311","Cameron County, Pennsylvania"
"2312","Carbon County, Pennsylvania"
"2313","Centre County, Pennsylvania"
"2314","Chester County, Pennsylvania"
"2315","Clarion County, Pennsylvania"
"2316","Clearfield County, Pennsylvania"
"2317","Clinton County, Pennsylvania"
"2318","Columbia County, Pennsylvania"
"2319","Crawford County, Pennsylvania"
"2320","Cumberland County, Pennsylvania"
"2321","Dauphin County, Pennsylvania"
"2322","Delaware County, Pennsylvania"
"2323","Elk County, Pennsylvania"
"2324","Erie County, Pennsylvania"
"2325","Fayette County, Pennsylvania"
"2326","Forest County, Pennsylvania"
"2327","Franklin County, Pennsylvania"
"2328","Fulton County, Pennsylvania"
"2329","Greene County, Pennsylvania"
"2330","Huntingdon County, Pennsylvania"
"2331","Indiana County, Pennsylvania"
"2332","Jefferson County, Pennsylvania"
"2333","Juniata County, Pennsylvania"
"2334","Lackawanna County, Pennsylvania"
"2335","Lancaster County, Pennsylvania"
"2336","Lawrence County, Pennsylvania"
"2337","Lebanon County, Pennsylvania"
"2338","Lehigh County, Pennsylvania"
"2339","Luzerne County, Pennsylvania"
"2340","Lycoming County, Pennsylvania"
"2341","McKean County, Pennsylvania"
"2342","Mercer County, Pennsylvania"
"2343","Mifflin County, Pennsylvania"
"2344","Monroe County, Pennsylvania"
"2345","Montgomery County, Pennsylvania"
"2346","Montour County, Pennsylvania"
"2347","Northampton County, Pennsylvania"
"2348","Northumberland County, Pennsylvania"
"2349","Perry County, Pennsylvania"
"2350","Philadelphia County, Pennsylvania"
"2351","Pike County, Pennsylvania"
"2352","Potter County, Pennsylvania"
"2353","Schuylkill County, Pennsylvania"
"2354","Snyder County, Pennsylvania"
"2355","Somerset County, Pennsylvania"
"2356","Sullivan County, Pennsylvania"
"2357","Susquehanna County, Pennsylvania"
"2358","Tioga County, Pennsylvania"
"2359","Union County, Pennsylvania"
"2360","Venango County, Pennsylvania"
"2361","Warren County, Pennsylvania"
"2362","Washington County, Pennsylvania"
"2363","Wayne County, Pennsylvania"
"2364","Westmoreland County, Pennsylvania"
"2365","Wyoming County, Pennsylvania"
"2366","York County, Pennsylvania"
"2367","Bristol County, Rhode Island"
"2368","Kent County, Rhode Island"
"2369","Newport County, Rhode Island"
"2370","Providence County, Rhode Island"
"2371","Washington County, Rhode Island"
"2372","Abbeville County, South Carolina"
"2373","Aiken County, South Carolina"
"2374","Allendale County, South Carolina"
"2375","Anderson County, South Carolina"
"2376","Bamberg County, South Carolina"
"2377","Barnwell County, South Carolina"
"2378","Beaufort County, South Carolina"
"2379","Berkeley County, South Carolina"
"2380","Calhoun County, South Carolina"
"2381","Charleston County, South Carolina"
"2382","Cherokee County, South Carolina"
"2383","Chester County, South Carolina"
"2384","Chesterfield County, South Carolina"
"2385","Clarendon County, South Carolina"
"2386","Colleton County, South Carolina"
"2387","Darlington County, South Carolina"
"2388","Dillon County, South Carolina"
"2389","Dorchester County, South Carolina"
"2390","Edgefield County, South Carolina"
"2391","Fairfield County, South Carolina"
"2392","Florence County, South Carolina"
"2393","Georgetown County, South Carolina"
"2394","Greenville County, South Carolina"
"2395","Greenwood County, South Carolina"
"2396","Hampton County, South Carolina"
"2397","Horry County, South Carolina"
"2398","Jasper County, South Carolina"
"2399","Kershaw County, South Carolina"
"2400","Lancaster County, South Carolina"
"2401","Laurens County, South Carolina"
"2402","Lee County, South Carolina"
"2403","Lexington County, South Carolina"
"2404","McCormick County, South Carolina"
"2405","Marion County, South Carolina"
"2406","Marlboro County, South Carolina"
"2407","Newberry County, South Carolina"
"2408","Oconee County, South Carolina"
"2409","Orangeburg County, South Carolina"
"2410","Pickens County, South Carolina"
"2411","Richland County, South Carolina"
"2412","Saluda County, South Carolina"
"2413","Spartanburg County, South Carolina"
"2414","Sumter County, South Carolina"
"2415","Union County, South Carolina"
"2416","Williamsburg County, South Carolina"
"2417","York County, South Carolina"
"2418","Aurora County, South Dakota"
"2419","Beadle County, South Dakota"
"2420","Bennett County, South Dakota"
"2421","Bon Homme County, South Dakota"
"2422","Brookings County, South Dakota"
"2423","Brown County, South Dakota"
"2424","Brule County, South Dakota"
"2425","Buffalo County, South Dakota"
"2426","Butte County, South Dakota"
"2427","Campbell County, South Dakota"
"2428","Charles Mix County, South Dakota"
"2429","Clark County, South Dakota"
"2430","Clay County, South Dakota"
"2431","Codington County, South Dakota"
"2432","Corson County, South Dakota"
"2433","Custer County, South Dakota"
"2434","Davison County, South Dakota"
"2435","Day County, South Dakota"
"2436","Deuel County, South Dakota"
"2437","Dewey County, South Dakota"
"2438","Douglas County, South Dakota"
"2439","Edmunds County, South Dakota"
"2440","Fall River County, South Dakota"
"2441","Faulk County, South Dakota"
"2442","Grant County, South Dakota"
"2443","Gregory County, South Dakota"
"2444","Haakon County, South Dakota"
"2445","Hamlin County, South Dakota"
"2446","Hand County, South Dakota"
"2447","Hanson County, South Dakota"
"2448","Harding County, South Dakota"
"2449","Hughes County, South Dakota"
"2450","Hutchinson County, South Dakota"
"2451","Hyde County, South Dakota"
"2452","Jackson County, South Dakota"
"2453","Jerauld County, South Dakota"
"2454","Jones County, South Dakota"
"2455","Kingsbury County, South Dakota"
"2456","Lake County, South Dakota"
"2457","Lawrence County, South Dakota"
"2458","Lincoln County, South Dakota"
"2459","Lyman County, South Dakota"
"2460","McCook County, South Dakota"
"2461","McPherson County, South Dakota"
"2462","Marshall County, South Dakota"
"2463","Meade County, South Dakota"
"2464","Mellette County, South Dakota"
"2465","Miner County, South Dakota"
"2466","Minnehaha County, South Dakota"
"2467","Moody County, South Dakota"
"2468","Oglala Lakota County, South Dakota"
"2469","Pennington County, South Dakota"
"2470","Perkins County, South Dakota"
"2471","Potter County, South Dakota"
"2472","Roberts County, South Dakota"
"2473","Sanborn County, South Dakota"
"2474","Spink County, South Dakota"
"2475","Stanley County, South Dakota"
"2476","Sully County, South Dakota"
"2477","Todd County, South Dakota"
"2478","Tripp County, South Dakota"
"2479","Turner County, South Dakota"
"2480","Union County, South Dakota"
"2481","Walworth County, South Dakota"
"2482","Yankton County, South Dakota"
"2483","Ziebach County, South Dakota"
"2484","Anderson County, Tennessee"
"2485","Bedford County, Tennessee"
"2486","Benton County, Tennessee"
"2487","Bledsoe County, Tennessee"
"2488","Blount County, Tennessee"
"2489","Bradley County, Tennessee"
"2490","Campbell County, Tennessee"
"2491","Cannon County, Tennessee"
"2492","Carroll County, Tennessee"
"2493","Carter County, Tennessee"
"2494","Cheatham County, Tennessee"
"2495","Chester County, Tennessee"
"2496","Claiborne County, Tennessee"
"2497","Clay County, Tennessee"
"2498","Cocke County, Tennessee"
"2499","Coffee County, Tennessee"
"2500","Crockett County, Tennessee"
"2501","Cumberland County, Tennessee"
"2502","Davidson County, Tennessee"
"2503","Decatur County, Tennessee"
"2504","DeKalb County, Tennessee"
"2505","Dickson County, Tennessee"
"2506","Dyer County, Tennessee"
"2507","Fayette County, Tennessee"
"2508","Fentress County, Tennessee"
"2509","Franklin County, Tennessee"
"2510","Gibson County, Tennessee"
"2511","Giles County, Tennessee"
"2512","Grainger County, Tennessee"
"2513","Greene County, Tennessee"
"2514","Grundy County, Tennessee"
"2515","Hamblen County, Tennessee"
"2516","Hamilton County, Tennessee"
"2517","Hancock County, Tennessee"
"2518","Hardeman County, Tennessee"
"2519","Hardin County, Tennessee"
"2520","Hawkins County, Tennessee"
"2521","Haywood County, Tennessee"
"2522","Henderson County, Tennessee"
"2523","Henry County, Tennessee"
"2524","Hickman County, Tennessee"
"2525","Houston County, Tennessee"
"2526","Humphreys County, Tennessee"
"2527","Jackson County, Tennessee"
"2528","Jefferson County, Tennessee"
"2529","Johnson County, Tennessee"
"2530","Knox County, Tennessee"
"2531","Lake County, Tennessee"
"2532","Lauderdale County, Tennessee"
"2533","Lawrence County, Tennessee"
"2534","Lewis County, Tennessee"
"2535","Lincoln County, Tennessee"
"2536","Loudon County, Tennessee"
"2537","McMinn County, Tennessee"
"2538","McNairy County, Tennessee"
"2539","Macon County, Tennessee"
"2540","Madison County, Tennessee"
"2541","Marion County, Tennessee"
"2542","Marshall County, Tennessee"
"2543","Maury County, Tennessee"
"2544","Meigs County, Tennessee"
"2545","Monroe County, Tennessee"
"2546","Montgomery County, Tennessee"
"2547","Moore County, Tennessee"
"2548","Morgan County, Tennessee"
"2549","Obion County, Tennessee"
"2550","Overton County, Tennessee"
"2551","Perry County, Tennessee"
"2552","Pickett County, Tennessee"
"2553","Polk County, Tennessee"
"2554","Putnam County, Tennessee"
"2555","Rhea County, Tennessee"
"2556","Roane County, Tennessee"
"2557","Robertson County, Tennessee"
"2558","Rutherford County, Tennessee"
"2559","Scott County, Tennessee"
"2560","Sequatchie County, Tennessee"
"2561","Sevier County, Tennessee"
"2562","Shelby County, Tennessee"
"2563","Smith County, Tennessee"
"2564","Stewart County, Tennessee"
"2565","Sullivan County, Tennessee"
"2566","Sumner County, Tennessee"
"2567","Tipton County, Tennessee"
"2568","Trousdale County, Tennessee"
"2569","Unicoi County, Tennessee"
"2570","Union County, Tennessee"
"2571","Van Buren County, Tennessee"
"2572","Warren County, Tennessee"
"2573","Washington County, Tennessee"
"2574","Wayne County, Tennessee"
"2575","Weakley County, Tennessee"
"2576","White County, Tennessee"
"2577","Williamson County, Tennessee"
"2578","Wilson County, Tennessee"
"2579","Anderson County, Texas"
"2580","Andrews County, Texas"
"2581","Angelina County, Texas"
"2582","Aransas County, Texas"
"2583","Archer County, Texas"
"2584","Armstrong County, Texas"
"2585","Atascosa County, Texas"
"2586","Austin County, Texas"
"2587","Bailey County, Texas"
"2588","Bandera County, Texas"
"2589","Bastrop County, Texas"
"2590","Baylor County, Texas"
"2591","Bee County, Texas"
"2592","Bell County, Texas"
"2593","Bexar County, Texas"
"2594","Blanco County, Texas"
"2595","Borden County, Texas"
"2596","Bosque County, Texas"
"2597","Bowie County, Texas"
"2598","Brazoria County, Texas"
"2599","Brazos County, Texas"
"2600","Brewster County, Texas"
"2601","Briscoe County, Texas"
"2602","Brooks County, Texas"
"2603","Brown County, Texas"
"2604","Burleson County, Texas"
"2605","Burnet County, Texas"
"2606","Caldwell County, Texas"
"2607","Calhoun County, Texas"
"2608","Callahan County, Texas"
"2609","Cameron County, Texas"
"2610","Camp County, Texas"
"2611","Carson County, Texas"
"2612","Cass County, Texas"
"2613","Castro County, Texas"
"2614","Chambers County, Texas"
